1	Λῇς νύ τί μοι Λυκίδα Σικελὸν μέλος ἁδὺ λιγαίνειν,
2	ἱμερόεν γλυκύθυμον ἐρωτικόν, οἷον ὁ Κύκλωψ
3	ἄεισεν Πολύφαμος ἐπᾳονίᾳ Γαλατείᾳ;
4	κἠμοὶ συρίσδεν, Μύρσων, φίλον· ἀλλὰ τί μέλψω;
5	Σκύριον ὦ Λυκίδα ζαλώμενον ἁδὺν ἔρωτα,
6	λάθρια Πηλείδαο φιλάματα, λάθριον εὐνάν,
7	πῶς παῖς ἕσσατο φᾶρος, ὅπως δ’ ἐψεύσατο μορφὰν
8	κἠν κώραισιν ὅπως Λυκομηδίσιν ἁπαλέγοισα
9	ἠείδη κατὰ παστὸν Ἀχιλλέα Δηϊδάμεια.
10	Ἅρπασε τὰν Ἑλέναν πόθ’ ὁ βουκόλος, ἆγε δ’ ἐς Ἴδαν, 
11	Οἰνώνᾳ κακὸν ἄλγος. ἐχώσατο δ’ ἁ Λακεδαίμων,
12	πάντα δὲ λαὸν ἄγειρεν Ἀχαϊκόν, οὐδέ τις Ἕλλην
13	οὔτε Μυκηναίων οὔτ’ Ἤλιδος οὔτε Λακώνων,
14	μεῖνεν ἑὸν κατὰ δῶμα φυγὼν δύστανον Ἄρηα.
15	λάνθανε δ’ ἐν κώραις Λυκομηδίσι μοῦνος Ἀχιλλεύς,
16	εἴρια δ’ ἀνθ’ ὅπλων ἐδιδάσκετο, καὶ χερὶ λευκᾷ
17	παρθενικὸν κόπον εἶχεν, ἐφαίνετο δ’ ἠΰτε κώρα·
18	καὶ γὰρ ἴσον τήναις θηλύνετο, καὶ τόσον ἄνθος
19	χιονέαις πόρφυρε παρηίσι, καὶ τὸ βάδισμα
20	παρθενικῆς ἐβάδιζε, κόμας δ’ ἐπύκαζε καλύπτρᾳ. 
21	θυμὸν δ’ ἀνέρος εἶχε, καὶ ἀνέρος εἶχεν ἔρωτα·
22	ἐξ ἀοῦς δ’ ἐπὶ νύκτα παρίζετο Δηϊδαμείᾳ,
23	καὶ ποτὲ μὲν τήνας ἐφίλει χέρα, πολλάκι δ’ αὐτᾶς
24	στάμονα καλὸν ἄειρε, τὰ δαίδαλα δ’ ἄτρἰ ἐπῄνει·
25	ἤσθιε δ’ οὐκ ἄλλᾳ σὺν ὁμάλικι, πάντα δ’ ἐποίει
26	σπεύδων κοινὸν ἐς ὕπνον. ἔλεξέ νυ καὶ λόγον αὐτᾷ·
27	ἅλλαι μὲν κνώσσουσι σὺν ἀλλάλαισιν ἀδελφαί,
28	αὐτὰρ ἐγὼ μώνα, μώνα δὲ σὺ νύμφα καθεύδεις.
29	αἱ δύο παρθενικαὶ συνομάλικες, αἱ δύο καλαί·
30	ἀλλὰ μόναι κατὰ λέκτρα καθεύδομες· ἁ δὲ πονηρὰ
31	Νυσαία δολία με κακῶς ἀπὸ σεῖο μερίσδει.
32	οὐ γὰρ ἐγὼ σέο ...
