1	Αἰάζω τὸν Ἄδωνιν· ἀπώλετο καλὸς Ἄδωνις· 
2	ὤλετο καλὸς Ἄδωνις ἐπαιάζουσιν Ἔρωτες.
3	μηκέτι πορφυρέοις ἐνὶ φάρεσι Κύπρι κάθευδε·
4	ἔγρεο δειλαία, κυανόστολα καὶ πλατάγησον
5	στήθεα καὶ λέγε πᾶσιν ἀπώλετο καλὸς Ἄδωνις. 
6	αἰάζω τὸν Ἄδωνιν· ἐπαιάζουσιν Ἔρωτες.
7	κεῖται καλὸς Ἄδωνις ἐν ὤρεσι μηρὸν ὀδόντι,
8	λευκῷ λευκὸν ὀδόντι τυπείς, καὶ Κύπριν ἀνιῇ
9	λεπτὸν ἀποψύχων· τὸ δέ οἱ μέλαν εἴβεται αἷμα
10	χιονέας κατὰ σαρκός, ὑπ’ ὀφρύσι δ’ ὄμματα ναρκῇ, 
11	καὶ τὸ ῥόδον φεύγει τῶ χείλεος· ἀμφὶ δὲ τήνῳ
12	θνᾴσκει καὶ τὸ φίλημα, τὸ μήποτε Κύπρις ἀνοίσει.
13	Κύπριδι μὲν τὸ φίλημα καὶ οὐ ζώοντος ἀρέσκει,
14	ἀλλ’ οὐκ οἶδεν Ἄδωνις, ὅ νιν θνᾴσκοντ’ ἐφίλησεν.
15	αἰάζω τὸν Ἄδωνιν· ἐπαιάζουσιν Ἔρωτες.
16	ἄγριον ἄγριον ἕλκος ἔχει κατὰ μηρὸν Ἄδωνις·
17	μεῖζον δ’ ἁ Κυθέρεια φέρει ποτικάρδιον ἕλκος.
18	τῆνον μὲν περὶ παῖδα φίλοι κύνες ὠδύραντο
19	καὶ Νύμφαι κλαίουσιν ὀρειάδες· ἁ δ’ Ἀφροδίτα
20	λυσαμένα πλοκαμῖδας ἀνὰ δρυμὼς ἀλάληται 
21	πενθαλέα νήπλεκτος ἀσάνδαλος· αἱ δὲ βάτοι νιν
22	ἐρχομέναν κείροντι καὶ ἱερὸν αἷμα δρέπονται·
23	ὀξὺ δὲ κωκύουσα δι’ ἄγκεα μακρὰ φορεῖται
24	Ἀσσύριον βοόωσα πόσιν καὶ παῖδα καλεῦσα.
25	ἀμφὶ δέ νιν μέλαν αἷμα παρ’ ὀμφαλὸν ᾀωρεῖτο,
26	στήθεα δ’ ἐκ μηρῶν φοινίσσετο, τοὶ δ’ ὑπὸ μαζοὶ
27	χιόνεοι τὸ πάροιθεν Ἀδώνιδι πορφύροντο.
28	αἰαῖ τὰν Κυθέρειαν ἐπαιάζουσιν Ἔρωτες.
29	ὤλεσε τὸν καλὸν ἄνδρα, συνώλεσεν ἱερὸν εἶδος.
30	Κύπριδι μὲν καλὸν εἶδος, ὅτε ζώεσκεν Ἄδωνις· 
31	κάτθανε δ’ ἁ μορφὰ σὺν Ἀδώνιδι. τὰν Κύπριν αἰαῖ 
32	ὤρεα πάντα λέγοντι, καὶ αἱ δρύες αἲ τὸν Ἄδωνιν. 
33	καὶ ποταμοὶ κλαίουσι τὰ πένθεα τᾶς Ἀφροδίτας,
34	καὶ παγαὶ τὸν Ἄδωνιν ἐν ὤρεσι δακρύοντι,
35	ἄνθεα δ’ ἐξ ὀδύνας ἐρυθαίνεται· ἁ δὲ Κυθήρα
36	πάντας ἀνὰ κναμώς, ἀνὰ πᾶν νάπος οἰκτρὸν ἀείδει
37	αἰαῖ τὰν Κυθέρειαν, ἀπώλετο καλὸς Ἄδωνις.
38	Ἀχὼ δ’ ἀντεβόασεν ἀπώλετο καλὸς Ἄδωνις. 
39	Κύπριδος αἰνὸν ἔρωτα τίς οὐκ ἔκλαυσεν ἂν αἰαῖ;
40	ὡς ἴδεν, ὡς ἐνόησεν Ἀδώνιδος ἄσχετον ἕλκος, 
41	ὡς ἴδε φοίνιον αἷμα μαραινομένῳ περὶ μηρῷ,
42	πάχεας ἀμπετάσασα κινύρετο· ‘μεῖνον Ἄδωνι,
43	δύσποτμε μεῖνον Ἄδωνι, πανύστατον ὥς σε κιχείω,
44	ὥς σε περιπτύξω καὶ χείλεα χείλεσι μίξω.
45	ἔγρεο τυτθὸν Ἄδωνι, τὸ δ’ αὖ πύματόν με φίλησον,
46	τοσσοῦτόν με φίλησον, ὅσον ζώῃ τὸ φίλημα,
47	ἄχρις ἀποψύχῃς ἐς ἐμὸν στόμα κεἰς ἐμὸν ἧπαρ
48	πνεῦμα τεὸν ῥεύσῃ, τὸ δέ σευ γλυκὺ φίλτρον ἀμέλξω,
49	ἐκ δὲ πίω τὸν ἔρωτα, φίλημα δὲ τοῦτο φυλάξω
50	ὡς αὐτὸν τὸν Ἄδωνιν, ἐπεὶ σύ με δύσμορε φεύγεις, 
51	φεύγεις μακρὸν Ἄδωνι, καὶ ἔρχεαι εἰς Ἀχέροντα
52	πὰρ στυγνὸν βασιλῆα καὶ ἄγριον, ἁ δὲ τάλαινα
53	ζώω καὶ θεὸς ἐμμὶ καὶ οὐ δύναμαί σε διώκειν.
54	λάμβανε Περσεφόνα τὸν ἐμὸν πόσιν· ἐσσὶ γὰρ αὐτὰ
55	πολλὸν ἐμεῦ κρέσσων, τὸ δὲ πᾶν καλὸν ἐς σὲ καταρρεῖ·
56	ἐμμὶ δ’ ἐγὼ πανάποτμος, ἔχω δ’ ἀκόρεστον ἀνίαν,
57	καὶ κλαίω τὸν Ἄδωνιν, ὅ μοι θάνε, καί σε φοβεῦμαι.
58	θνᾴσκεις ὦ τριπόθητε, πόθος δέ μοι ὡς ὄναρ ἔπτα,
59	χήρα δ’ ἁ Κυθέρεια, κενοὶ δ’ ἀνὰ δώματ’ Ἔρωτες.
60	σοὶ δ’ ἅμα κεστὸς ὄλωλε. τί γὰρ τολμηρὲ κυνάγεις; 
61	καλὸς ἐὼν τοσσοῦτον ἐμήναο θηρὶ παλαίειν;’
62	ὧδ’ ὀλοφύρατο Κύπρις· ἐπαιάζουσιν Ἔρωτες
63	αἰαῖ τὰν Κυθέρειαν, ἀπώλετο καλὸς Ἄδωνις.
64	δάκρυον ἁ Παφία τόσσον χέει, ὅσσον Ἄδωνις
65	αἷμα χέει· τὰ δὲ πάντα ποτὶ χθονὶ γίνεται ἄνθη.
66	αἷμα ῥόδον τίκτει, τὰ δὲ δάκρυα τὰν ἀνεμώναν.
67	αἰάζω τὸν Ἄδωνιν, ἀπώλετο καλὸς Ἄδωνις.
68	μηκέτ’ ἐνὶ δρυμοῖσι τὸν ἀνέρα μύρεο Κύπρι.
69	οὐκ ἀγαθὰ στιβάς ἐστιν Ἀδώνιδι φυλλὰς ἐρήμα·
70	λέκτρον ἔχοι Κυθέρεια τὸ σὸν καὶ νεκρὸς Ἄδωνις. 
71	καὶ νέκυς ὢν καλός ἐστι, καλὸς νέκυς, οἷα καθεύδων.
72	κάτθεό νιν μαλακοῖς ἐνὶ φάρεσιν οἷς ἐνίαυεν,
73	ᾧ μετὰ τεῦς ἀνὰ νύκτα τὸν ἱερὸν ὕπνον ἐμόχθει
74	παγχρυσέῳ κλιντῆρι· ποθεῖ καὶ στυμνὸν Ἄδωνιν.
75	βάλλε δέ νιν στεφάνοισι καὶ ἄνθεσι· πάντα σὺν αὐτῷ,
76	ὡς τῆνος τέθνακε καὶ ἄνθεα πάντα θανόντων.
77	ῥαῖνε δέ νιν Συρίοισιν ἀλείφασι, ῥαῖνε μύροισιν·
78	ὀλλύσθω μύρα πάντα· τὸ σὸν μύρον ὤλετ’ Ἄδωνις.
79	κέκλιται ἁβρὸς Ἄδωνις ἐν εἵμασι πορφυρέοισιν·
80	ἀμφὶ δέ νιν κλαίοντες ἀναστενάχουσιν Ἔρωτες 
81	κειράμενοι χαίτας ἐπ’ Ἀδώνιδι· χὢ μὲν ὀϊστώς,
82	ὃς δ’ ἐπὶ τόξον ἔβαλλεν, ὃ δὲ πτερόν, ὃς δὲ φαρέτραν·
83	χὢ μὲν ἔλυσε πέδιλον Ἀδώνιδος, οἳ δὲ λέβητι
84	χρυσείῳ φορέουσιν ὕδωρ, ὃ δὲ μηρία λούει,
85	ὃς δ’ ὄπιθεν πτερύγεσσιν ἀναψύχει τὸν Ἄδωνιν.
86	αἰαῖ τὰν Κυθέρειαν ἐπαιάζουσιν Ἔρωτες.
87	ἔσβεσε λαμπάδα πᾶσαν ἐπὶ φλιαῖς Ὑμέναιος,
88	καὶ στέφος ἐξεπέτασσε γαμήλιον· οὐκέτι δ’ Ὑμήν,
89	Ὑμὴν οὐκέτ’ ἀείδει ἑὸν μέλος, ἀλλ’ ἐπαείδει
90	αἰαῖ καὶ τὸν Ἄδωνιν ἔτι πλέον ἢ Ὑμέναιον. 
91	αἱ Χάριτες κλαίοντι τὸν υἱέα τῶ Κινύραο,
92	ὤλετο καλὸς Ἄδωνις ἐν ἀλλάλαισι λέγουσαι.
93	αἰαῖ δ’ ὀξὺ λέγοντι πολὺ πλέον ἢ Παιῶνα.
94	χαἰ Μοῖραι τὸν Ἄδωνιν ἀνακλείουσιν Ἄδωνιν, 
95	καί νιν ἐπαείδουσιν· ὃ δέ σφισιν οὐχ ὑπακούει·
96	οὐ μὰν οὐκ ἐθέλει, Κώρα δέ νιν οὐκ ἀπολύει.
97	λῆγε γόων Κυθέρεια τὸ σάμερον, ἴσχεο κομμῶν·
98	δεῖ σε πάλιν κλαῦσαι, πάλιν εἰς ἔτος ἄλλο δακρῦσαι.
