1	Μῆτερ ἐμή, τίφθ’ ὧδε φίλον κατὰ θυμὸν ἰάπτεις
2	ἐκπάγλως ἀχέουσα, τὸ πρὶν δέ τοι οὐκέτ’ ἔρευθος
3	σῴζετ’ ἐπὶ ῥεθέεσσι; τί μοι τόσον ἠνίησαι;
4	ἦρ’ ὅτι ἄλγεα πάσχει ἀπείριτα φαίδιμος υἱὸς
5	ἀνδρὸς ὕπ’ οὐτιδανοῖο, λέων ὡσείθ’ ὑπὸ νεβροῦ;
6	ὤμοι ἐγώ, τί νυ δή με θεοὶ τόσον ἠτίμησαν
7	ἀθάνατοι; τί νύ μ’ ὧδε κακῇ γονέες τέκον αἴσῃ;
8	δύσμορος, ἥτ’ ἐπεὶ ἀνδρὸς ἀμύμονος ἐς λέχος ἦλθον,
9	τὸν μὲν ἐγὼ τίεσκον ἴσον φαέεσσιν ἐμοῖσιν
10	ἠδ’ ἔτι νῦν σέβομαί τε καὶ αἰδέομαι κατὰ θυμόν· 
11	τοῦ δ’ οὔτις γένετ’ ἄλλος ἀποτμότερος ζωόντων,
12	οὐδὲ τόσων σφετέρῃσιν ἐγεύσατο φροντίσι κηδέων.
13	σχέτλιος, ὃς τόξοισιν, ἅ οἱ πόρεν αὐτὸς Ἀπόλλων
14	ἠέ τινος Κηρῶν ἢ Ἐρινύος αἰνὰ βέλεμνα,
15	παῖδας ἑοὺς κατέπεφνε καὶ ἐκ φίλον εἵλετο θυμὸν
16	μαινόμενος κατὰ οἶκον, ὃ δ’ ἔμπλεος ἔσκε φόνοιο.
17	τοὺς μὲν ἐγὼ δύστηνος ἐμοῖς ἴδον ὀφθαλμοῖσι
18	βαλλομένους ὑπὸ πατρί, τὸ δ’ οὐδ’ ὄναρ ἤλυθεν ἄλλῳ.
19	οὐδέ σφιν δυνάμην ἀδινὸν καλέουσιν ἀρῆξαι
20	μητέρ’ ἑήν, ἐπεὶ ἐγγὺς ἀνίκητον κακὸν ἦεν. 
21	ὡς δ’ ὄρνις δύρηται ἐπὶ σφετέροισι νεοσσοῖς
22	ὀλλυμένοις, οὕστ’ αἰνὸς ὄφις ἔτι νηπιάχοντας
23	θάμνοις ἐν πυκινοῖσι κατεσθίει· ἣ δὲ κατ’ αὐτοὺς
24	πωτᾶται κλάζουσα μάλα λιγὺ πότνια μήτηρ,
25	οὐδ’ ἄρ’ ἔχει τέκνοισιν ἐπαρκέσαι· ἦ γάρ οἱ αὐτῇ
26	ἆσσον ἴμεν μέγα τάρβος ἀμειλίκτοιο πελώρου·
27	ὣς ἐγὼ αἰνοτόκεια φίλον γόνον αἰάζουσα
28	μαινομένοισι πόδεσσι δόμον κάτα πολλὸν ἐφοίτων.
29	ὥς γ’ ὄφελον μετὰ παισὶν ἅμα θνῄσκουσα καὶ αὐτὴ
30	κεῖσθαι φαρμακόεντα δι’ ἥπατος ἰὸν ἔχουσα, 
31	Ἄρτεμι θηλυτέρῃσι μέγα κρείουσα γυναιξί.
32	τῷ χ’ ἡμέας κλαύσαντε φίλῃσ’ ἐνὶ χερσὶ τοκῆες
